Attack,Defense,HP,ID,Image,Name,Sp_Atk,Sp_Def,Speed,Total,Type
100,89,60,0545,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,Scolipede,55,69,112,485,Water
27,60,40,0546,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png,Cottonee,37,50,66,280,Normal
67,85,60,0547,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,Whimsicott,77,75,116,480,Fire
35,50,45,0548,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png,Petilil,70,50,30,280,Water
60,75,70,0549,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,Lilligant,110,75,90,480,Ice
105,75,70,0549,https://img.pokemondb.net/sprites/scarlet-violet/icon/lilligant-hisuian.png,Lilligant,50,75,105,480,Normal
92,65,70,0550,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png,Basculin,80,55,98,460,Ghost
92,65,70,0550,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png,Basculin,80,55,98,460,Ghost
92,65,70,0550,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-white-striped.png,Basculin,80,55,98,460,Ghost
72,35,50,0551,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png,Sandile,35,35,65,292,Ghost
82,45,60,0552,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png,Krokorok,45,45,74,351,Ghost
117,80,95,0553,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png,Krookodile,65,70,92,519,Grass
90,45,70,0554,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png,Darumaka,15,45,50,315,Flying
90,45,70,0554,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png,Darumaka,15,45,50,315,Psychic
140,55,105,0555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png,Darmanitan,30,55,95,480,Dark
30,105,105,0555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png,Darmanitan,140,105,55,540,Dark
140,55,105,0555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png,Darmanitan,30,55,95,480,Psychic
160,55,105,0555,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png,Darmanitan,30,55,135,540,Ice
86,67,75,0556,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png,Maractus,106,67,60,461,Ice
65,85,50,0557,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png,Dwebble,35,35,55,325,Ice
105,125,70,0558,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png,Crustle,65,75,45,485,Ice
75,70,50,0559,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png,Scraggy,35,70,48,348,Water
90,115,65,0560,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png,Scrafty,45,115,58,488,Ice
58,80,72,0561,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png,Sigilyph,103,80,97,490,Water
30,85,38,0562,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png,Yamask,55,65,30,303,Ice
55,85,38,0562,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png,Yamask,30,65,30,303,Water
50,145,58,0563,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png,Cofagrigus,95,105,30,483,Water
78,103,54,0564,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png,Tirtouga,53,45,22,355,Water
108,133,74,0565,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png,Carracosta,83,65,32,495,Water
112,45,55,0566,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png,Archen,74,45,70,401,Water
140,65,75,0567,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png,Archeops,112,65,110,567,Rock
50,62,50,0568,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png,Trubbish,40,62,65,329,Water
95,82,80,0569,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png,Garbodor,60,82,75,474,Dragon
65,40,40,0570,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png,Zorua,80,40,65,330,Dragon
60,40,35,0570,https://img.pokemondb.net/sprites/scarlet-violet/icon/zorua-hisuian.png,Zorua,85,40,70,330,Dragon
105,60,60,0571,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,Zoroark,120,60,105,510,Flying
100,60,55,0571,https://img.pokemondb.net/sprites/scarlet-violet/icon/zoroark-hisuian.png,Zoroark,125,60,110,510,Dragon
50,40,55,0572,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png,Minccino,40,40,75,300,Flying
95,60,75,0573,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png,Cinccino,65,60,115,470,Steel
30,50,45,0574,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png,Gothita,55,65,45,290,Psychic
45,70,60,0575,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png,Gothorita,75,85,55,390,Steel
55,95,70,0576,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png,Gothitelle,95,110,65,490,Psychic
30,40,45,0577,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png,Solosis,105,50,20,290,Steel
40,50,65,0578,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png,Duosion,125,60,30,370,Psychic
65,75,110,0579,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png,Reuniclus,125,85,30,490,Steel
44,50,62,0580,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png,Ducklett,44,50,55,305,Psychic
87,63,75,0581,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png,Swanna,87,63,98,473,Rock
50,50,36,0582,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png,Vanillite,65,60,44,305,Ice
65,65,51,0583,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png,Vanillish,80,75,59,395,Steel
95,85,71,0584,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png,Vanilluxe,110,95,79,535,Dragon
60,50,60,0585,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png,Deerling,40,50,75,335,Psychic
100,70,80,0586,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png,Sawsbuck,60,70,95,475,Dragon
75,60,55,0587,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png,Emolga,75,60,103,428,Psychic
75,45,50,0588,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png,Karrablast,40,45,60,315,Dragon
135,105,70,0589,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png,Escavalier,60,105,20,495,Psychic
55,45,69,0590,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png,Foongus,55,55,15,294,Dragon
85,70,114,0591,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png,Amoonguss,85,80,30,464,Psychic
40,50,55,0592,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png,Frillish,65,85,40,335,Water
60,70,100,0593,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png,Jellicent,85,105,60,480,Water
75,80,165,0594,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png,Alomomola,40,45,65,470,Ground
47,50,50,0595,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png,Joltik,57,50,65,319,Ground
77,60,70,0596,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png,Galvantula,97,60,108,472,Fire
50,91,44,0597,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png,Ferroseed,24,86,10,305,Dragon
94,131,74,0598,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png,Ferrothorn,54,116,20,489,Flying
55,70,40,0599,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png,Klink,45,60,30,300,Dragon
80,95,60,0600,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png,Klang,70,85,50,440,Flying
100,115,60,0601,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png,Klinklang,70,85,90,520,Steel
55,40,35,0602,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png,Tynamo,45,40,60,275,Psychic
85,70,65,0603,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png,Eelektrik,75,70,40,405,Psychic
115,80,85,0604,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png,Eelektross,105,80,50,515,Psychic
55,55,55,0605,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png,Elgyem,85,55,30,335,Psychic
75,75,75,0606,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png,Beheeyem,125,95,40,485,Psychic
30,55,50,0607,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png,Litwick,65,55,20,275,Grass
40,60,60,0608,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png,Lampent,95,60,55,370,Grass
55,90,60,0609,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png,Chandelure,145,90,80,520,Grass
87,60,46,0610,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png,Axew,30,40,57,320,Ground
117,70,66,0611,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png,Fraxure,40,50,67,410,Fire
147,90,76,0612,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png,Haxorus,60,70,97,540,Fire
70,40,55,0613,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png,Cubchoo,60,40,40,305,Fighting
130,80,95,0614,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png,Beartic,70,80,50,505,Fire
50,50,80,0615,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png,Cryogonal,95,135,105,515,Fighting
40,85,50,0616,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png,Shelmet,40,65,25,305,Water
70,40,80,0617,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png,Accelgor,100,60,145,495,Water
66,84,109,0618,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png,Stunfisk,81,99,32,471,Water
81,99,109,0618,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk-galarian.png,Stunfisk,66,84,32,471,Steel
85,50,45,0619,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png,Mienfoo,55,50,65,350,Normal
125,60,65,0620,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png,Mienshao,95,60,105,510,Flying
120,90,77,0621,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png,Druddigon,60,90,48,485,Normal
74,50,59,0622,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png,Golett,35,50,35,303,Flying
124,80,89,0623,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png,Golurk,55,80,55,483,Normal
85,70,45,0624,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png,Pawniard,40,40,60,340,Flying
125,100,65,0625,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png,Bisharp,60,70,70,490,Normal
110,95,95,0626,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png,Bouffalant,40,95,55,490,Normal
83,50,70,0627,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png,Rufflet,37,50,60,350,Water
123,75,100,0628,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png,Braviary,57,75,80,510,Bug
83,70,110,0628,https://img.pokemondb.net/sprites/scarlet-violet/icon/braviary-hisuian.png,Braviary,112,70,65,510,Bug
55,75,70,0629,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png,Vullaby,45,65,60,370,Electric
65,105,110,0630,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png,Mandibuzz,55,95,80,510,Electric
97,66,85,0631,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png,Heatmor,105,66,65,484,Electric
109,112,58,0632,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png,Durant,48,48,109,484,Grass
65,50,52,0633,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png,Deino,45,50,38,300,Poison
85,70,72,0634,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png,Zweilous,65,70,58,420,Grass
105,90,92,0635,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png,Hydreigon,125,90,98,600,Poison
85,55,55,0636,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png,Larvesta,50,55,60,360,Rock
60,65,85,0637,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png,Volcarona,135,105,100,550,Rock
90,129,91,0638,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png,Cobalion,90,72,108,580,Rock
129,90,91,0639,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png,Terrakion,72,90,108,580,Steel
90,72,91,0640,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png,Virizion,90,129,108,580,Rock
115,70,79,0641,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png,Tornadus,125,80,111,580,Steel
100,80,79,0641,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-therian.png,Tornadus,110,90,121,580,Bug
115,70,79,0642,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png,Thundurus,125,80,111,580,Bug
105,70,79,0642,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-therian.png,Thundurus,145,80,101,580,Bug
120,100,100,0643,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png,Reshiram,150,120,90,680,Bug
150,120,100,0644,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png,Zekrom,120,100,90,680,Grass
125,90,89,0645,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-incarnate.png,Landorus,115,80,101,600,Bug
145,90,89,0645,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-therian.png,Landorus,105,80,91,600,Ground
130,90,125,0646,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png,Kyurem,130,90,95,660,Bug
120,90,125,0646,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-white.png,Kyurem,170,100,95,700,Steel
170,100,125,0646,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-black.png,Kyurem,120,90,95,700,Bug
72,90,91,0647,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-ordinary.png,Keldeo,129,90,108,580,Flying
72,90,91,0647,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-resolute.png,Keldeo,129,90,108,580,Bug
77,77,100,0648,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-aria.png,Meloetta,128,128,90,600,Flying
128,90,100,0648,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-pirouette.png,Meloetta,77,77,128,600,Bug
120,95,71,0649,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png,Genesect,120,95,99,600,Flying
61,65,56,0650,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png,Chespin,48,45,38,313,Electric
78,95,61,0651,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png,Quilladin,56,58,57,405,Water
107,122,88,0652,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png,Chesnaught,74,75,64,530,Water
45,40,40,0653,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png,Fennekin,62,60,60,307,Grass
59,58,59,0654,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png,Braixen,90,70,73,409,Grass
69,72,75,0655,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png,Delphox,114,100,104,534,Water
56,40,41,0656,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png,Froakie,62,44,71,314,Water
63,52,54,0657,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png,Frogadier,83,56,97,405,Ground
95,67,72,0658,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png,Greninja,103,71,122,530,Normal
145,67,72,0658,https://img.pokemondb.net/sprites/sword-shield/icon/greninja-ash.png,Greninja,153,71,132,640,Ghost
36,38,38,0659,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png,Bunnelby,32,36,57,237,Flying
56,77,85,0660,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png,Diggersby,50,77,78,423,Ghost
50,43,45,0661,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png,Fletchling,40,38,62,278,Flying
73,55,62,0662,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png,Fletchinder,56,52,84,382,Normal
81,71,78,0663,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png,Talonflame,74,69,126,499,Normal
35,40,38,0664,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png,Scatterbug,27,25,35,200,Normal
22,60,45,0665,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png,Spewpa,27,30,29,213,Fighting
52,50,80,0666,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png,Vivillon,90,50,89,411,Ghost
50,58,62,0667,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png,Litleo,73,54,72,369,Dark
68,72,86,0668,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png,Pyroar,109,66,106,507,Flying
38,39,44,0669,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png,Flabébé,61,79,42,303,Normal
45,47,54,0670,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png,Floette,75,98,52,371,Normal
65,68,78,0671,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png,Florges,112,154,75,552,Psychic
65,48,66,0672,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png,Skiddo,62,57,52,350,Poison
100,62,123,0673,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png,Gogoat,97,81,68,531,Dark
82,62,67,0674,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png,Pancham,46,48,43,348,Poison
124,78,95,0675,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png,Pangoro,69,71,58,495,Dark
80,60,75,0676,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png,Furfrou,65,90,102,472,Steel
48,54,62,0677,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png,Espurr,63,60,68,355,Psychic
48,76,74,0678,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png,Meowstic,83,81,104,466,Steel
48,76,74,0678,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-female.png,Meowstic,83,81,104,466,Psychic
80,100,45,0679,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png,Honedge,35,37,28,325,Rock
110,150,59,0680,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png,Doublade,45,49,35,448,Psychic
50,140,60,0681,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png,Aegislash,50,140,60,500,Fairy
140,50,60,0681,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-blade.png,Aegislash,140,50,60,500,Normal
52,60,78,0682,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png,Spritzee,63,65,23,341,Normal
72,72,101,0683,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png,Aromatisse,99,89,29,462,Flying
48,66,62,0684,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png,Swirlix,59,57,49,341,Ghost
80,86,82,0685,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png,Slurpuff,85,75,72,480,Dark
54,53,53,0686,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png,Inkay,37,46,45,288,Dragon
92,88,86,0687,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png,Malamar,68,75,73,482,Ground
52,67,42,0688,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png,Binacle,39,56,50,306,Dragon
105,115,72,0689,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png,Barbaracle,54,86,68,500,Ground
60,60,50,0690,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png,Skrelp,60,60,30,320,Dragon
75,90,65,0691,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png,Dragalge,97,123,44,494,Ground
53,62,50,0692,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png,Clauncher,58,63,44,330,Dragon
73,88,71,0693,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png,Clawitzer,120,89,59,500,Ground
38,33,44,0694,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png,Helioptile,61,43,70,289,Normal
55,52,62,0695,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png,Heliolisk,109,94,109,481,Fighting
89,77,58,0696,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png,Tyrunt,45,45,48,362,Fighting
121,119,82,0697,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png,Tyrantrum,69,59,71,521,Steel
59,50,77,0698,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png,Amaura,67,63,46,362,Fighting
77,72,123,0699,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png,Aurorus,99,92,58,521,Steel
65,65,95,0700,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png,Sylveon,110,130,60,525,Ground
92,75,78,0701,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png,Hawlucha,74,63,118,500,Ground
58,57,67,0702,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png,Dedenne,81,67,101,431,Poison
50,150,50,0703,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png,Carbink,50,150,50,500,Bug
50,35,45,0704,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png,Goomy,55,75,40,300,Poison
75,53,68,0705,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png,Sliggoo,83,113,60,452,Dark
75,83,58,0705,https://img.pokemondb.net/sprites/scarlet-violet/icon/sliggoo-hisuian.png,Sliggoo,83,113,40,452,Poison
100,70,90,0706,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png,Goodra,110,150,80,600,Fighting
100,100,80,0706,https://img.pokemondb.net/sprites/scarlet-violet/icon/goodra-hisuian.png,Goodra,110,150,60,600,Poison
80,91,57,0707,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png,Klefki,80,87,75,470,Fighting
70,48,43,0708,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png,Phantump,50,60,38,309,Grass
110,76,85,0709,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png,Trevenant,65,82,56,474,Water
66,70,49,0710,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png,Pumpkaboo,44,55,51,335,Water
66,70,44,0710,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-small.png,Pumpkaboo,44,55,56,335,Water
66,70,54,0710,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-large.png,Pumpkaboo,44,55,46,335,Flying
66,70,59,0710,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-super.png,Pumpkaboo,44,55,41,335,Grass
90,122,65,0711,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png,Gourgeist,58,75,84,494,Ice
85,122,55,0711,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png,Gourgeist,58,75,99,494,Grass
95,122,75,0711,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png,Gourgeist,58,75,69,494,Ice
100,122,85,0711,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png,Gourgeist,58,75,54,494,Grass
69,85,55,0712,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png,Bergmite,32,35,28,304,Ice
117,184,95,0713,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png,Avalugg,44,46,28,514,Dark
127,184,95,0713,https://img.pokemondb.net/sprites/scarlet-violet/icon/avalugg-hisuian.png,Avalugg,34,36,38,514,Ice
30,35,40,0714,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png,Noibat,45,40,55,245,Electric
70,80,85,0715,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png,Noivern,97,80,123,535,Steel
131,95,126,0716,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png,Xerneas,131,98,99,680,Normal
131,95,126,0717,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png,Yveltal,131,98,99,680,Ground
100,121,108,0718,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png,Zygarde,81,95,95,600,Rock
100,71,54,0718,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-10.png,Zygarde,61,85,115,486,Grass
100,121,216,0718,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-complete.png,Zygarde,91,95,85,708,Electric
100,150,50,0719,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png,Diancie,100,150,50,600,Fire
160,110,50,0719,https://img.pokemondb.net/sprites/sword-shield/icon/diancie-mega.png,Diancie,160,110,110,700,Fairy
110,60,80,0720,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png,Hoopa,150,130,70,600,Flying
160,60,80,0720,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-unbound.png,Hoopa,170,130,80,680,Bug
110,120,80,0721,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png,Volcanion,130,90,70,600,Flying
55,55,68,0722,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png,Rowlet,50,50,42,320,Grass
75,75,78,0723,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png,Dartrix,70,70,52,420,Ice
107,75,78,0724,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png,Decidueye,100,100,70,530,Ground
112,80,88,0724,https://img.pokemondb.net/sprites/scarlet-violet/icon/decidueye-hisuian.png,Decidueye,95,95,60,530,Flying
65,40,45,0725,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png,Litten,60,40,70,320,Ice
85,50,65,0726,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png,Torracat,80,50,90,420,Ground
115,90,95,0727,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png,Incineroar,80,90,60,530,Normal
54,54,50,0728,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png,Popplio,66,56,40,320,Psychic
69,69,60,0729,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png,Brionne,91,81,50,420,Fighting
74,74,80,0730,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png,Primarina,126,116,60,530,Psychic
75,30,35,0731,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png,Pikipek,30,30,65,265,Fighting
85,50,55,0732,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png,Trumbeak,40,50,75,355,Rock
120,75,80,0733,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png,Toucannon,75,75,60,485,Steel
70,30,48,0734,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png,Yungoos,30,30,45,253,Ghost
110,60,88,0735,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png,Gumshoos,55,60,45,418,Ice
62,45,47,0736,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png,Grubbin,55,45,46,300,Ghost
82,95,57,0737,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,Charjabug,55,75,36,400,Electric
70,90,77,0738,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png,Vikavolt,145,75,43,500,Ghost
82,57,47,0739,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png,Crabrawler,42,47,63,338,Electric
132,77,97,0740,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png,Crabominable,62,67,43,478,Fire
70,70,75,0741,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png,Oricorio,98,70,93,476,Electric
